,Climate ID,Cool Deg Days (°C),Cool Deg Days Flag,Data Quality,Date/Time,Day,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Heat Deg Days (°C),Heat Deg Days Flag,Latitude (y),Longitude (x),Max Temp (°C),Max Temp Flag,Mean Temp (°C),Mean Temp Flag,Min Temp (°C),Min Temp Flag,Month,Snow on Grnd (cm),Snow on Grnd Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag,Station Name,Total Precip (mm),Total Precip Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.2,Year
5857,3081680,0.0,,,2007-11-13,13,32.0,,17.5,,54.42,-110.28,4.0,,0.5,,-3.1,,11,7.0,,56,,COLD LAKE A,0.0,T,0.0,T,0.0,T,316,5857,5857,2007
5858,3081680,0.0,,,2007-11-12,12,,,19.8,,54.42,-110.28,2.6,,-1.8,,-6.2,,11,9.0,,<31,,COLD LAKE A,0.0,,0.0,,0.0,,315,5858,5858,2007
5859,3081680,0.0,,,2007-11-11,11,,,19.3,,54.42,-110.28,2.6,,-1.3,,-5.1,,11,9.0,,<31,,COLD LAKE A,2.2,,0.0,,4.0,,314,5859,5859,2007
5860,3081680,0.0,,,2007-11-10,10,,,23.5,,54.42,-110.28,-1.9,,-5.5,,-9.1,,11,5.0,,<31,,COLD LAKE A,0.2,,0.0,,0.2,,313,5860,5860,2007
5861,3081680,0.0,,,2007-11-09,9,11.0,,22.0,,54.42,-110.28,-3.0,,-4.0,,-4.9,,11,4.0,,39,,COLD LAKE A,1.6,,0.0,,1.6,,312,5861,5861,2007
5862,3081680,0.0,,,2007-11-08,8,32.0,,20.5,,54.42,-110.28,-0.4,,-2.5,,-4.6,,11,3.0,,44,,COLD LAKE A,1.0,,0.0,,1.4,,311,5862,5862,2007
5863,3081680,0.0,,,2007-11-07,7,,,21.6,,54.42,-110.28,0.3,,-3.6,,-7.5,,11,0.0,,<31,,COLD LAKE A,1.8,,0.0,,3.4,,310,5863,5863,2007
5864,3081680,0.0,,,2007-11-06,6,,,18.4,,54.42,-110.28,3.7,,-0.4,,-4.5,,11,0.0,,<31,,COLD LAKE A,0.4,,0.0,T,0.4,,309,5864,5864,2007
5865,3081680,0.0,,,2007-11-05,5,,,21.4,,54.42,-110.28,0.1,,-3.4,,-6.9,,11,0.0,,<31,,COLD LAKE A,0.0,,0.0,,0.0,,308,5865,5865,2007
5866,3081680,0.0,,,2007-11-04,4,34.0,,18.2,,54.42,-110.28,3.3,,-0.2,,-3.7,,11,0.0,,50,,COLD LAKE A,0.0,,0.0,,0.0,,307,5866,5866,2007
5867,3081680,0.0,,,2007-11-03,3,30.0,,14.9,,54.42,-110.28,6.7,,3.1,,-0.5,,11,0.0,,37,,COLD LAKE A,0.0,T,0.0,,0.0,T,306,5867,5867,2007
5868,3081680,0.0,,,2007-11-02,2,30.0,,16.1,,54.42,-110.28,5.5,,1.9,,-1.8,,11,0.0,,33,,COLD LAKE A,0.0,T,0.0,,0.0,T,305,5868,5868,2007
5869,3081680,0.0,,,2007-11-01,1,29.0,,14.0,,54.42,-110.28,7.0,,4.0,,0.9,,11,0.0,,56,,COLD LAKE A,0.0,T,0.0,T,0.0,T,304,5869,5869,2007
5870,3081680,0.0,,,2007-10-31,31,,,15.1,,54.42,-110.28,9.0,,2.9,,-3.3,,10,0.0,,<31,,COLD LAKE A,0.0,,0.0,,0.0,,303,5870,5870,2007
5871,3081680,0.0,,,2007-10-30,30,30.0,,15.7,,54.42,-110.28,6.3,,2.3,,-1.8,,10,0.0,,44,,COLD LAKE A,0.0,T,0.0,T,0.0,,302,5871,5871,2007
5872,3081680,0.0,,,2007-10-29,29,,,13.5,,54.42,-110.28,8.2,,4.5,,0.7,,10,0.0,,<31,,COLD LAKE A,1.2,,1.2,,0.0,,301,5872,5872,2007
5873,3081680,0.0,,,2007-10-28,28,28.0,,13.3,,54.42,-110.28,11.3,,4.7,,-1.9,,10,0.0,,32,,COLD LAKE A,0.0,,0.0,,0.0,,300,5873,5873,2007
5874,3081680,0.0,,,2007-10-27,27,,,19.1,,54.42,-110.28,4.4,,-1.1,,-6.5,,10,0.0,,<31,,COLD LAKE A,0.0,,0.0,,0.0,,299,5874,5874,2007
5875,3081680,0.0,,,2007-10-26,26,33.0,,20.7,,54.42,-110.28,0.8,,-2.7,,-6.1,,10,0.0,,33,,COLD LAKE A,0.0,T,0.0,,0.0,T,298,5875,5875,2007
5876,3081680,0.0,,,2007-10-25,25,26.0,,14.0,,54.42,-110.28,8.3,,4.0,,-0.3,,10,0.0,,70,,COLD LAKE A,0.0,,0.0,,0.0,,297,5876,5876,2007
5877,3081680,0.0,,,2007-10-24,24,31.0,,6.3,,54.42,-110.28,19.6,,11.7,,3.7,,10,0.0,,63,,COLD LAKE A,0.6,,0.6,,0.0,,296,5877,5877,2007
5878,3081680,0.0,,,2007-10-23,23,,,11.6,,54.42,-110.28,9.4,,6.4,,3.4,,10,0.0,,<31,,COLD LAKE A,0.0,,0.0,,0.0,,295,5878,5878,2007
5879,3081680,0.0,,,2007-10-22,22,29.0,,11.6,,54.42,-110.28,13.0,,6.4,,-0.2,,10,0.0,,37,,COLD LAKE A,0.0,T,0.0,T,0.0,,294,5879,5879,2007
5880,3081680,0.0,,,2007-10-21,21,,,13.5,,54.42,-110.28,9.8,,4.5,,-0.9,,10,0.0,,<31,,COLD LAKE A,0.0,,0.0,,0.0,,293,5880,5880,2007
5881,3081680,0.0,,,2007-10-20,20,,,15.0,,54.42,-110.28,10.0,,3.0,,-4.1,,10,0.0,,<31,,COLD LAKE A,0.0,,0.0,,0.0,,292,5881,5881,2007
5882,3081680,0.0,,,2007-10-19,19,,,15.8,,54.42,-110.28,7.5,,2.2,,-3.2,,10,0.0,,<31,,COLD LAKE A,0.0,,0.0,,0.0,,291,5882,5882,2007
5883,3081680,0.0,,,2007-10-18,18,,,11.9,,54.42,-110.28,13.1,,6.1,,-1.0,,10,0.0,,<31,,COLD LAKE A,2.2,,2.2,,0.0,,290,5883,5883,2007
5884,3081680,0.0,,,2007-10-17,17,,,11.2,,54.42,-110.28,9.3,,6.8,,4.2,,10,0.0,,<31,,COLD LAKE A,0.0,T,0.0,T,0.0,,289,5884,5884,2007
5885,3081680,0.0,,,2007-10-16,16,14.0,,7.9,,54.42,-110.28,15.6,,10.1,,4.6,,10,0.0,,54,,COLD LAKE A,0.0,,0.0,,0.0,,288,5885,5885,2007
5886,3081680,0.0,,,2007-10-15,15,15.0,,6.3,,54.42,-110.28,19.3,,11.7,,4.0,,10,0.0,,35,,COLD LAKE A,0.0,,0.0,,0.0,,287,5886,5886,2007
5887,3081680,0.0,,,2007-10-14,14,,,10.3,,54.42,-110.28,16.3,,7.7,,-0.9,,10,0.0,,<31,,COLD LAKE A,0.0,,0.0,,0.0,,286,5887,5887,2007
5888,3081680,0.0,,,2007-10-13,13,,,9.9,,54.42,-110.28,12.9,,8.1,,3.3,,10,0.0,,<31,,COLD LAKE A,0.2,,0.2,,0.0,,285,5888,5888,2007
5889,3081680,0.0,,,2007-10-12,12,,,12.0,,54.42,-110.28,13.5,,6.0,,-1.5,,10,0.0,,<31,,COLD LAKE A,0.0,,0.0,,0.0,,284,5889,5889,2007
5890,3081680,0.0,,,2007-10-11,11,14.0,,15.1,,54.42,-110.28,6.5,,2.9,,-0.7,,10,0.0,,35,,COLD LAKE A,1.6,,1.6,,0.0,,283,5890,5890,2007
5891,3081680,0.0,,,2007-10-10,10,13.0,,10.4,,54.42,-110.28,12.3,,7.6,,2.8,,10,0.0,,57,,COLD LAKE A,0.0,,0.0,,0.0,,282,5891,5891,2007
5892,3081680,0.0,,,2007-10-09,9,,,13.2,,54.42,-110.28,14.3,,4.8,,-4.7,,10,0.0,,<31,,COLD LAKE A,0.0,,0.0,,0.0,,281,5892,5892,2007
5893,3081680,0.0,,,2007-10-08,8,,,10.5,,54.42,-110.28,14.4,,7.5,,0.6,,10,0.0,,<31,,COLD LAKE A,0.0,,0.0,,0.0,,280,5893,5893,2007
5894,3081680,0.0,,,2007-10-07,7,17.0,,9.8,,54.42,-110.28,17.4,,8.2,,-1.0,,10,0.0,,37,,COLD LAKE A,0.0,,0.0,,0.0,,279,5894,5894,2007
5895,3081680,0.0,,,2007-10-06,6,,,14.5,,54.42,-110.28,6.9,,3.5,,0.1,,10,0.0,,<31,,COLD LAKE A,0.0,,0.0,,0.0,,278,5895,5895,2007
5896,3081680,0.0,,,2007-10-05,5,,,15.9,,54.42,-110.28,9.3,,2.1,,-5.2,,10,0.0,,<31,,COLD LAKE A,0.0,,0.0,,0.0,,277,5896,5896,2007
5897,3081680,0.0,,,2007-10-04,4,,,17.1,,54.42,-110.28,3.9,,0.9,,-2.1,,10,0.0,,<31,,COLD LAKE A,0.0,,0.0,,0.0,,276,5897,5897,2007
5898,3081680,0.0,,,2007-10-03,3,29.0,,12.1,,54.42,-110.28,11.6,,5.9,,0.1,,10,0.0,,46,,COLD LAKE A,0.0,,0.0,,0.0,,275,5898,5898,2007
5899,3081680,0.0,,,2007-10-02,2,,,10.6,,54.42,-110.28,15.8,,7.4,,-1.0,,10,0.0,,<31,,COLD LAKE A,0.0,T,0.0,T,0.0,,274,5899,5899,2007
5900,3081680,0.0,,,2007-10-01,1,,,11.8,,54.42,-110.28,10.5,,6.2,,1.9,,10,0.0,,<31,,COLD LAKE A,0.0,T,0.0,T,0.0,,273,5900,5900,2007
5901,3081680,0.0,,,2007-09-30,30,13.0,,11.9,,54.42,-110.28,13.4,,6.1,,-1.3,,9,0.0,,41,,COLD LAKE A,0.0,,0.0,,0.0,,272,5901,5901,2007
5902,3081680,0.0,,,2007-09-29,29,,,13.1,,54.42,-110.28,9.8,,4.9,,-0.1,,9,0.0,,<31,,COLD LAKE A,0.0,,0.0,,0.0,,271,5902,5902,2007
5903,3081680,0.0,,,2007-09-28,28,,,7.2,,54.42,-110.28,15.3,,10.8,,6.3,,9,0.0,,<31,,COLD LAKE A,0.0,,0.0,,0.0,,270,5903,5903,2007
5904,3081680,0.0,,,2007-09-27,27,15.0,,9.5,,54.42,-110.28,16.6,,8.5,,0.3,,9,0.0,,39,,COLD LAKE A,0.0,,0.0,,0.0,,269,5904,5904,2007
5905,3081680,0.0,,,2007-09-26,26,35.0,,9.1,,54.42,-110.28,14.1,,8.9,,3.7,,9,0.0,,57,,COLD LAKE A,2.0,,2.0,,0.0,,268,5905,5905,2007
5906,3081680,0.0,,,2007-09-25,25,29.0,,7.8,,54.42,-110.28,15.7,,10.2,,4.7,,9,0.0,,41,,COLD LAKE A,1.8,,1.8,,0.0,,267,5906,5906,2007
5907,3081680,0.0,,,2007-09-24,24,,,12.8,,54.42,-110.28,13.4,,5.2,,-3.1,,9,0.0,,<31,,COLD LAKE A,0.0,,0.0,,0.0,,266,5907,5907,2007
5908,3081680,0.0,,,2007-09-23,23,,,14.1,,54.42,-110.28,6.8,,3.9,,1.0,,9,0.0,,<31,,COLD LAKE A,0.0,,0.0,,0.0,,265,5908,5908,2007
5909,3081680,0.0,,,2007-09-22,22,,,10.6,,54.42,-110.28,13.9,,7.4,,0.9,,9,0.0,,<31,,COLD LAKE A,0.2,,0.2,,0.0,,264,5909,5909,2007
5910,3081680,0.0,,,2007-09-21,21,,,11.6,,54.42,-110.28,9.8,,6.4,,2.9,,9,0.0,,<31,,COLD LAKE A,0.0,,0.0,,0.0,,263,5910,5910,2007
5911,3081680,0.0,,,2007-09-20,20,,,9.1,,54.42,-110.28,14.6,,8.9,,3.1,,9,0.0,,<31,,COLD LAKE A,2.8,,2.8,,0.0,,262,5911,5911,2007
5912,3081680,0.0,,,2007-09-19,19,,,14.7,,54.42,-110.28,9.1,,3.3,,-2.5,,9,0.0,,<31,,COLD LAKE A,0.0,,0.0,,0.0,,261,5912,5912,2007
5913,3081680,0.0,,,2007-09-18,18,27.0,,12.6,,54.42,-110.28,10.1,,5.4,,0.6,,9,0.0,,35,,COLD LAKE A,0.0,,0.0,,0.0,,260,5913,5913,2007
5914,3081680,0.0,,,2007-09-17,17,,,7.7,,54.42,-110.28,15.7,,10.3,,4.8,,9,0.0,,<31,,COLD LAKE A,2.2,,2.2,,0.0,,259,5914,5914,2007
5915,3081680,0.0,,,2007-09-16,16,,,2.8,,54.42,-110.28,24.0,,15.2,,6.4,,9,0.0,,<31,,COLD LAKE A,0.0,,0.0,,0.0,,258,5915,5915,2007
5916,3081680,0.0,,,2007-09-15,15,,,4.5,,54.42,-110.28,22.4,,13.5,,4.6,,9,0.0,,<31,,COLD LAKE A,0.0,,0.0,,0.0,,257,5916,5916,2007
5917,3081680,0.0,,,2007-09-14,14,,,8.5,,54.42,-110.28,18.5,,9.5,,0.5,,9,0.0,,<31,,COLD LAKE A,0.0,,0.0,,0.0,,256,5917,5917,2007
5918,3081680,0.0,,,2007-09-13,13,,,11.5,,54.42,-110.28,11.8,,6.5,,1.1,,9,0.0,,<31,,COLD LAKE A,0.0,,0.0,,0.0,,255,5918,5918,2007
5919,3081680,0.0,,,2007-09-12,12,33.0,,10.3,,54.42,-110.28,12.6,,7.7,,2.7,,9,0.0,,46,,COLD LAKE A,1.2,,1.2,,0.0,,254,5919,5919,2007
5920,3081680,0.0,,,2007-09-11,11,30.0,,2.3,,54.42,-110.28,22.2,,15.7,,9.1,,9,0.0,,39,,COLD LAKE A,0.4,,0.4,,0.0,,253,5920,5920,2007
5921,3081680,0.0,,,2007-09-10,10,,,4.1,,54.42,-110.28,18.2,,13.9,,9.6,,9,0.0,,<31,,COLD LAKE A,0.0,,0.0,,0.0,,252,5921,5921,2007
5922,3081680,0.0,,,2007-09-09,9,24.0,,9.0,,54.42,-110.28,16.4,,9.0,,1.6,,9,0.0,,32,,COLD LAKE A,0.0,T,0.0,T,0.0,,251,5922,5922,2007
5923,3081680,0.0,,,2007-09-08,8,,,9.1,,54.42,-110.28,13.8,,8.9,,4.0,,9,0.0,,<31,,COLD LAKE A,5.8,,5.8,,0.0,,250,5923,5923,2007
5924,3081680,0.0,,,2007-09-07,7,,,7.5,,54.42,-110.28,14.0,,10.5,,7.0,,9,0.0,,<31,,COLD LAKE A,0.0,,0.0,T,0.0,,249,5924,5924,2007
5925,3081680,0.0,,,2007-09-06,6,,,6.4,,54.42,-110.28,14.6,,11.6,,8.5,,9,0.0,,<31,,COLD LAKE A,9.4,,9.4,,0.0,,248,5925,5925,2007
5926,3081680,0.0,,,2007-09-05,5,29.0,,4.5,,54.42,-110.28,18.9,,13.5,,8.1,,9,0.0,,37,,COLD LAKE A,0.0,T,0.0,T,0.0,,247,5926,5926,2007
5927,3081680,0.0,,,2007-09-04,4,30.0,,1.0,,54.42,-110.28,21.8,,17.0,,12.2,,9,0.0,,46,,COLD LAKE A,0.0,,0.0,,0.0,,246,5927,5927,2007
5928,3081680,0.0,,,2007-09-03,3,,,3.3,,54.42,-110.28,20.5,,14.7,,8.9,,9,0.0,,<31,,COLD LAKE A,0.0,T,0.0,T,0.0,,245,5928,5928,2007
5929,3081680,0.0,,,2007-09-02,2,,,4.4,,54.42,-110.28,20.7,,13.6,,6.4,,9,0.0,,<31,,COLD LAKE A,0.0,T,0.0,T,0.0,,244,5929,5929,2007
5930,3081680,0.0,,,2007-09-01,1,,,2.9,,54.42,-110.28,20.0,,15.1,,10.2,,9,0.0,,<31,,COLD LAKE A,22.7,,22.7,,0.0,,243,5930,5930,2007
5931,3081680,0.0,,,2007-08-31,31,,,0.5,,54.42,-110.28,24.1,,17.5,,10.8,,8,0.0,,<31,,COLD LAKE A,0.4,,0.4,,0.0,,242,5931,5931,2007
5932,3081680,2.7,,,2007-08-30,30,,,0.0,,54.42,-110.28,24.8,,20.7,,16.6,,8,0.0,,<31,,COLD LAKE A,0.0,,0.0,T,0.0,,241,5932,5932,2007
5933,3081680,0.0,,,2007-08-29,29,,,6.9,,54.42,-110.28,20.2,,11.1,,2.0,,8,0.0,,<31,,COLD LAKE A,0.0,,0.0,,0.0,,240,5933,5933,2007
5934,3081680,0.0,,,2007-08-28,28,28.0,,8.4,,54.42,-110.28,15.7,,9.6,,3.4,,8,0.0,,33,,COLD LAKE A,1.8,,1.8,,0.0,,239,5934,5934,2007
5935,3081680,0.0,,,2007-08-27,27,,,8.2,,54.42,-110.28,13.5,,9.8,,6.1,,8,0.0,,<31,,COLD LAKE A,9.8,,9.8,,0.0,,238,5935,5935,2007
5936,3081680,0.0,,,2007-08-26,26,,,7.6,,54.42,-110.28,13.1,,10.4,,7.7,,8,0.0,,<31,,COLD LAKE A,0.0,T,0.0,T,0.0,,237,5936,5936,2007
5937,3081680,0.0,,,2007-08-25,25,8.0,,8.9,,54.42,-110.28,12.2,,9.1,,5.9,,8,0.0,,39,,COLD LAKE A,0.8,,0.8,,0.0,,236,5937,5937,2007
5938,3081680,0.0,,,2007-08-24,24,,,7.1,,54.42,-110.28,17.9,,10.9,,3.9,,8,0.0,,<31,,COLD LAKE A,0.8,,0.8,,0.0,,235,5938,5938,2007
5939,3081680,0.0,,,2007-08-23,23,,,9.7,,54.42,-110.28,14.3,,8.3,,2.3,,8,0.0,,<31,,COLD LAKE A,0.0,,0.0,,0.0,,234,5939,5939,2007
5940,3081680,0.0,,,2007-08-22,22,32.0,,7.5,,54.42,-110.28,12.6,,10.5,,8.3,,8,0.0,,52,,COLD LAKE A,9.4,,9.4,,0.0,,233,5940,5940,2007
5941,3081680,0.0,,,2007-08-21,21,31.0,,2.9,,54.42,-110.28,19.6,,15.1,,10.5,,8,0.0,,46,,COLD LAKE A,1.8,,1.8,,0.0,,232,5941,5941,2007
5942,3081680,0.0,,,2007-08-20,20,32.0,,3.2,,54.42,-110.28,17.1,,14.8,,12.4,,8,0.0,,44,,COLD LAKE A,29.4,,29.4,,0.0,,231,5942,5942,2007
5943,3081680,0.0,,,2007-08-19,19,,,0.2,,54.42,-110.28,20.9,,17.8,,14.6,,8,0.0,,<31,,COLD LAKE A,0.4,,0.4,,0.0,,230,5943,5943,2007
5944,3081680,0.0,,,2007-08-18,18,13.0,,1.8,,54.42,-110.28,21.4,,16.2,,10.9,,8,0.0,,37,,COLD LAKE A,0.0,T,0.0,T,0.0,,229,5944,5944,2007
5945,3081680,0.0,,,2007-08-17,17,,M,4.4,,54.42,-110.28,17.8,,13.6,,9.3,,8,0.0,,,M,COLD LAKE A,0.4,,0.4,,0.0,,228,5945,5945,2007
5946,3081680,0.0,,,2007-08-16,16,,,6.6,,54.42,-110.28,19.3,,11.4,,3.4,,8,0.0,,<31,,COLD LAKE A,0.0,,0.0,,0.0,,227,5946,5946,2007
5947,3081680,0.0,,,2007-08-15,15,,,4.1,,54.42,-110.28,18.6,,13.9,,9.1,,8,0.0,,<31,,COLD LAKE A,0.2,,0.2,,0.0,,226,5947,5947,2007
5948,3081680,0.0,,,2007-08-14,14,30.0,,5.6,,54.42,-110.28,19.1,,12.4,,5.7,,8,0.0,,33,,COLD LAKE A,4.0,,4.0,,0.0,,225,5948,5948,2007
5949,3081680,0.0,,,2007-08-13,13,2.0,,5.6,,54.42,-110.28,17.0,,12.4,,7.7,,8,0.0,,33,,COLD LAKE A,0.0,,0.0,,0.0,,224,5949,5949,2007
5950,3081680,0.0,,,2007-08-12,12,7.0,,5.3,,54.42,-110.28,18.2,,12.7,,7.2,,8,0.0,,39,,COLD LAKE A,0.0,,0.0,T,0.0,,223,5950,5950,2007
5951,3081680,0.0,,,2007-08-11,11,,,4.7,,54.42,-110.28,20.4,,13.3,,6.2,,8,0.0,,<31,,COLD LAKE A,0.2,,0.2,,0.0,,222,5951,5951,2007
5952,3081680,0.0,,,2007-08-10,10,,,7.2,,54.42,-110.28,14.1,,10.8,,7.5,,8,0.0,,<31,,COLD LAKE A,3.6,,3.6,,0.0,,221,5952,5952,2007
5953,3081680,0.0,,,2007-08-09,9,,,4.9,,54.42,-110.28,17.3,,13.1,,8.9,,8,0.0,,<31,,COLD LAKE A,1.2,,1.2,,0.0,,220,5953,5953,2007
5954,3081680,0.0,,,2007-08-08,8,30.0,,2.2,,54.42,-110.28,19.8,,15.8,,11.8,,8,0.0,,33,,COLD LAKE A,0.0,T,0.0,T,0.0,,219,5954,5954,2007
5955,3081680,3.0,,,2007-08-07,7,,,0.0,,54.42,-110.28,29.1,,21.0,,12.8,,8,0.0,,<31,,COLD LAKE A,0.6,,0.6,,0.0,,218,5955,5955,2007
5956,3081680,0.0,,,2007-08-06,6,,,0.9,,54.42,-110.28,22.5,,17.1,,11.7,,8,0.0,,<31,,COLD LAKE A,1.4,,1.4,,0.0,,217,5956,5956,2007
5957,3081680,0.0,,,2007-08-05,5,1.0,,0.7,,54.42,-110.28,24.1,,17.3,,10.5,,8,0.0,,48,,COLD LAKE A,4.2,,4.2,,0.0,,216,5957,5957,2007
5958,3081680,0.0,,,2007-08-04,4,27.0,,0.6,,54.42,-110.28,20.7,,17.4,,14.0,,8,0.0,,32,,COLD LAKE A,2.2,,2.2,,0.0,,215,5958,5958,2007
5959,3081680,2.6,,,2007-08-03,3,7.0,,0.0,,54.42,-110.28,25.3,,20.6,,15.9,,8,0.0,,37,,COLD LAKE A,0.4,,0.4,,0.0,,214,5959,5959,2007
5960,3081680,0.8,,,2007-08-02,2,,,0.0,,54.42,-110.28,27.0,,18.8,,10.6,,8,0.0,,<31,,COLD LAKE A,0.0,,0.0,,0.0,,213,5960,5960,2007
5961,3081680,0.0,,,2007-08-01,1,33.0,,0.5,,54.42,-110.28,24.1,,17.5,,10.9,,8,0.0,,50,,COLD LAKE A,0.4,,0.4,,0.0,,212,5961,5961,2007
5962,3081680,0.0,,,2007-07-31,31,27.0,,2.9,,54.42,-110.28,19.7,,15.1,,10.5,,7,0.0,,44,,COLD LAKE A,3.0,,3.0,,0.0,,211,5962,5962,2007
5963,3081680,3.0,,,2007-07-30,30,4.0,,0.0,,54.42,-110.28,24.2,,21.0,,17.8,,7,0.0,,32,,COLD LAKE A,4.8,,4.8,,0.0,,210,5963,5963,2007
5964,3081680,6.9,,,2007-07-29,29,9.0,,0.0,,54.42,-110.28,31.0,,24.9,,18.7,,7,0.0,,32,,COLD LAKE A,1.4,,1.4,,0.0,,209,5964,5964,2007
5965,3081680,5.6,,,2007-07-28,28,,,0.0,,54.42,-110.28,31.3,,23.6,,15.9,,7,0.0,,<31,,COLD LAKE A,0.0,,0.0,,0.0,,208,5965,5965,2007
5966,3081680,4.7,,,2007-07-27,27,,,0.0,,54.42,-110.28,29.1,,22.7,,16.2,,7,0.0,,<31,,COLD LAKE A,0.0,,0.0,,0.0,,207,5966,5966,2007
5967,3081680,0.9,,,2007-07-26,26,,,0.0,,54.42,-110.28,26.8,,18.9,,10.9,,7,0.0,,<31,,COLD LAKE A,0.0,,0.0,,0.0,,206,5967,5967,2007
5968,3081680,0.0,,,2007-07-25,25,28.0,,0.2,,54.42,-110.28,24.7,,17.8,,10.8,,7,0.0,,35,,COLD LAKE A,0.0,,0.0,,0.0,,205,5968,5968,2007
5969,3081680,3.0,,,2007-07-24,24,30.0,,0.0,,54.42,-110.28,25.8,,21.0,,16.2,,7,0.0,,63,,COLD LAKE A,5.6,,5.6,,0.0,,204,5969,5969,2007
5970,3081680,6.9,,,2007-07-23,23,,,0.0,,54.42,-110.28,33.3,,24.9,,16.4,,7,0.0,,<31,,COLD LAKE A,0.0,,0.0,,0.0,,203,5970,5970,2007
5971,3081680,4.5,,,2007-07-22,22,,,0.0,,54.42,-110.28,31.0,,22.5,,14.0,,7,0.0,,<31,,COLD LAKE A,0.0,,0.0,,0.0,,202,5971,5971,2007
5972,3081680,4.7,,,2007-07-21,21,29.0,,0.0,,54.42,-110.28,27.6,,22.7,,17.7,,7,0.0,,48,,COLD LAKE A,0.6,,0.6,,0.0,,201,5972,5972,2007
5973,3081680,5.9,,,2007-07-20,20,,,0.0,,54.42,-110.28,27.9,,23.9,,19.9,,7,0.0,,<31,,COLD LAKE A,0.0,,0.0,,0.0,,200,5973,5973,2007
5974,3081680,6.1,,,2007-07-19,19,14.0,,0.0,,54.42,-110.28,30.1,,24.1,,18.0,,7,0.0,,46,,COLD LAKE A,0.0,,0.0,,0.0,,199,5974,5974,2007
5975,3081680,4.5,,,2007-07-18,18,,,0.0,,54.42,-110.28,28.3,,22.5,,16.7,,7,0.0,,<31,,COLD LAKE A,0.0,,0.0,,0.0,,198,5975,5975,2007
5976,3081680,4.6,,,2007-07-17,17,,,0.0,,54.42,-110.28,28.4,,22.6,,16.7,,7,0.0,,<31,,COLD LAKE A,0.0,,0.0,,0.0,,197,5976,5976,2007
5977,3081680,4.3,,,2007-07-16,16,28.0,,0.0,,54.42,-110.28,27.8,,22.3,,16.7,,7,0.0,,52,,COLD LAKE A,6.8,,6.8,,0.0,,196,5977,5977,2007
5978,3081680,3.6,,,2007-07-15,15,,,0.0,,54.42,-110.28,27.8,,21.6,,15.4,,7,0.0,,<31,,COLD LAKE A,0.0,,0.0,,0.0,,195,5978,5978,2007
5979,3081680,5.9,,,2007-07-14,14,1.0,,0.0,,54.42,-110.28,31.5,,23.9,,16.2,,7,0.0,,65,,COLD LAKE A,7.4,,7.4,,0.0,,194,5979,5979,2007
5980,3081680,6.4,,,2007-07-13,13,,,0.0,,54.42,-110.28,32.6,,24.4,,16.2,,7,0.0,,<31,,COLD LAKE A,0.0,,0.0,,0.0,,193,5980,5980,2007
5981,3081680,3.6,,,2007-07-12,12,,,0.0,,54.42,-110.28,29.3,,21.6,,13.8,,7,0.0,,<31,,COLD LAKE A,0.0,,0.0,,0.0,,192,5981,5981,2007
5982,3081680,0.5,,,2007-07-11,11,,,0.0,,54.42,-110.28,23.2,,18.5,,13.8,,7,0.0,,<31,,COLD LAKE A,0.0,,0.0,,0.0,,191,5982,5982,2007
5983,3081680,0.0,,,2007-07-10,10,,,2.7,,54.42,-110.28,22.6,,15.3,,8.0,,7,0.0,,<31,,COLD LAKE A,0.0,,0.0,,0.0,,190,5983,5983,2007
5984,3081680,0.0,,,2007-07-09,9,2.0,,3.1,,54.42,-110.28,18.1,,14.9,,11.6,,7,0.0,,33,,COLD LAKE A,5.6,,5.6,,0.0,,189,5984,5984,2007
5985,3081680,0.0,,,2007-07-08,8,,,2.8,,54.42,-110.28,22.0,,15.2,,8.3,,7,0.0,,<31,,COLD LAKE A,9.4,,9.4,,0.0,,188,5985,5985,2007
5986,3081680,0.9,,,2007-07-07,7,3.0,,0.0,,54.42,-110.28,24.2,,18.9,,13.6,,7,0.0,,52,,COLD LAKE A,0.0,,0.0,,0.0,,187,5986,5986,2007
5987,3081680,3.6,,,2007-07-06,6,30.0,,0.0,,54.42,-110.28,25.9,,21.6,,17.3,,7,0.0,,65,,COLD LAKE A,0.0,,0.0,,0.0,,186,5987,5987,2007
5988,3081680,3.2,,,2007-07-05,5,,,0.0,,54.42,-110.28,29.7,,21.2,,12.7,,7,0.0,,<31,,COLD LAKE A,0.0,,0.0,,0.0,,185,5988,5988,2007
5989,3081680,1.3,,,2007-07-04,4,27.0,,0.0,,54.42,-110.28,26.0,,19.3,,12.6,,7,0.0,,37,,COLD LAKE A,0.0,,0.0,,0.0,,184,5989,5989,2007
5990,3081680,1.4,,,2007-07-03,3,23.0,,0.0,,54.42,-110.28,27.4,,19.4,,11.3,,7,0.0,,46,,COLD LAKE A,0.0,T,0.0,T,0.0,,183,5990,5990,2007
5991,3081680,0.0,,,2007-07-02,2,,,0.6,,54.42,-110.28,24.8,,17.4,,9.9,,7,0.0,,<31,,COLD LAKE A,0.0,T,0.0,T,0.0,,182,5991,5991,2007
5992,3081680,0.0,,,2007-07-01,1,,,0.4,,54.42,-110.28,23.7,,17.6,,11.4,,7,0.0,,<31,,COLD LAKE A,0.0,,0.0,,0.0,,181,5992,5992,2007
